model_n_metric,acq,alum,austdlr,barley,bfr,bop,can,carcass,castor-oil,castorseed,citruspulp,cocoa,coconut,coconut-oil,coffee,copper,copra-cake,corn,corn-oil,cornglutenfeed,cotton,cotton-oil,cottonseed,cpi,cpu,crude,dfl,dkr,dlr,dmk,earn,f-cattle,fishmeal,fuel,gas,gnp,gold,grain,groundnut,groundnut-oil,heat,hog,housing,income,instal-debt,interest,inventories,ipi,iron-steel,jet,jobs,l-cattle,lead,lei,lin-meal,lin-oil,linseed,lit,livestock,lumber,meal-feed,money-fx,money-supply,naphtha,nat-gas,nickel,nkr,nzdlr,oat,oilseed,orange,palladium,palm-oil,palmkernel,pet-chem,platinum,plywood,pork-belly,potato,propane,rand,rape-meal,rape-oil,rapeseed,reserves,retail,rice,ringgit,rubber,rupiah,saudriyal,sfr,ship,silver,skr,sorghum,soy-meal,soy-oil,soybean,stg,strategic-metal,sugar,sun-meal,sun-oil,sunseed,tapioca,tea,tin,trade,veg-oil,wheat,wool,wpi,yen,zinc
MultinomialNB_accuracy,0.8819834710743801,0.993388429752066,0.9996694214876032,0.9963636363636365,1.0,0.9920661157024794,0.9993388429752066,0.9927272727272728,1.0,1.0,1.0,0.993388429752066,0.99900826446281,0.9986776859504132,0.9854545454545456,0.9937190082644628,0.9996694214876032,0.9788429752066116,1.0,1.0,0.9943801652892562,0.9993388429752066,1.0,0.9917355371900828,0.9996694214876032,0.9500826446280992,0.9993388429752066,1.0,0.9861157024793388,0.99900826446281,0.9319008264462809,0.9996694214876032,1.0,0.9970247933884298,0.9937190082644628,0.9867768595041322,0.9867768595041322,0.9490909090909092,0.9996694214876032,0.9996694214876032,0.9966942148760329,0.9983471074380166,0.9973553719008263,0.9993388429752066,0.9993388429752066,0.9537190082644628,0.9996694214876032,0.9953719008264464,0.993388429752066,0.99900826446281,0.9937190082644628,0.9983471074380166,0.9970247933884298,0.99900826446281,1.0,1.0,1.0,0.9993388429752066,0.9877685950413224,0.9983471074380166,0.9966942148760329,0.9335537190082644,0.9874380165289256,0.9993388429752066,0.9880991735537191,0.99900826446281,1.0,0.9996694214876032,0.9976859504132232,0.984793388429752,0.9976859504132232,0.9996694214876032,0.9950413223140496,0.9996694214876032,0.9963636363636365,0.9986776859504132,0.9996694214876032,0.9993388429752066,0.9996694214876032,0.9996694214876032,0.9996694214876032,1.0,0.9993388429752066,0.9966942148760329,0.9920661157024794,0.9973553719008263,0.993388429752066,1.0,0.9937190082644628,1.0,1.0,0.9996694214876032,0.9728925619834712,0.9957024793388428,1.0,0.9976859504132232,0.99801652892562,0.99801652892562,0.9900826446280993,0.99801652892562,0.9957024793388428,0.9824793388429752,1.0,0.9993388429752066,0.9993388429752066,1.0,0.99801652892562,0.9966942148760329,0.9467768595041324,0.9880991735537191,0.9735537190082644,1.0,0.9953719008264464,0.9947107438016528,0.9957024793388428
MultinomialNB_precision,0.9967320261437908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9976689976689976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultinomialNB_recall,0.4614220877458397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,0.0,0.0,0.8075471698113208,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultinomialNB_f1score,0.6308169596690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.8925964546402503,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RandomForestClassifier_accuracy,0.9662809917355372,0.993388429752066,0.9996694214876032,0.9966942148760329,1.0,0.9930578512396694,0.9993388429752066,0.9927272727272728,1.0,1.0,1.0,0.9940495867768596,0.99900826446281,0.9986776859504132,0.9907438016528926,0.9957024793388428,0.9996694214876032,0.9808264462809916,1.0,1.0,0.9943801652892562,0.9993388429752066,1.0,0.993388429752066,0.9996694214876032,0.9768595041322314,0.9993388429752066,1.0,0.9894214876033058,0.99900826446281,0.9570247933884296,0.9996694214876032,1.0,0.9970247933884298,0.9940495867768596,0.9874380165289256,0.9927272727272728,0.9821487603305784,0.9996694214876032,0.9996694214876032,0.9970247933884298,0.9993388429752066,0.99801652892562,0.9993388429752066,0.9993388429752066,0.9725619834710744,0.9996694214876032,0.9953719008264464,0.993388429752066,0.99900826446281,0.9943801652892562,0.9983471074380166,0.9973553719008263,0.99900826446281,1.0,1.0,1.0,0.9993388429752066,0.9887603305785124,0.9983471074380166,0.9966942148760329,0.9656198347107438,0.9914049586776859,0.9993388429752066,0.9887603305785124,0.9993388429752066,1.0,0.9996694214876032,0.99801652892562,0.9867768595041322,0.9976859504132232,1.0,0.9950413223140496,0.9996694214876032,0.9963636363636365,0.99900826446281,0.9996694214876032,0.9993388429752066,0.9996694214876032,0.9996694214876032,0.9996694214876032,1.0,0.9993388429752066,0.9973553719008263,0.992396694214876,0.9973553719008263,0.993388429752066,1.0,0.9937190082644628,1.0,1.0,1.0,0.9877685950413224,0.9960330578512396,1.0,0.99801652892562,0.99801652892562,0.99801652892562,0.9907438016528926,0.99801652892562,0.9963636363636365,0.9854545454545456,1.0,0.9993388429752066,0.9993388429752066,1.0,0.99801652892562,0.9970247933884298,0.9642975206611569,0.9907438016528926,0.9798347107438016,1.0,0.9953719008264464,0.9950413223140496,0.9963636363636365
RandomForestClassifier_precision,0.9443561208267092,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9456521739130436,0.0,0.0,0.8571428571428571,0.5,0.9946808510638298,0.0,0.0,0.0,1.0,1.0,0.95,0.981132075471698,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9384615384615383,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8943089430894309,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9591836734693876,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9818181818181818,1.0,1.0,0.0,0.0,0.5714285714285714,1.0
RandomForestClassifier_recall,0.8986384266263238,0.0,0.0,0.09090909090909093,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3636363636363637,0.3157894736842105,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5723684210526315,0.0,0.0,0.2857142857142857,0.3333333333333333,0.8820754716981132,0.0,0.0,0.0,0.05263157894736842,0.05,0.475,0.6666666666666666,0.0,0.0,0.1,0.6,0.25,0.0,0.0,0.4357142857142857,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.5472636815920398,0.3157894736842105,0.0,0.05555555555555555,0.3333333333333333,0.0,0.0,0.14285714285714285,0.13043478260869565,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.573170731707317,0.07692307692307693,0.0,0.14285714285714285,0.0,0.0,0.06666666666666668,0.0,0.15384615384615385,0.16981132075471694,0.0,0.0,0.0,0.0,0.0,0.1,0.33540372670807456,0.2222222222222222,0.2375,0.0,0.0,0.25,0.15384615384615385
RandomForestClassifier_f1score,0.9209302325581395,0.0,0.0,0.16666666666666669,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.0,0.5333333333333333,0.4799999999999999,0.0,0.17142857142857146,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.7131147540983606,0.0,0.0,0.42857142857142855,0.4,0.935,0.0,0.0,0.0,0.1,0.09523809523809523,0.6333333333333334,0.7938931297709922,0.0,0.0,0.18181818181818185,0.7499999999999999,0.4,0.0,0.0,0.5951219512195122,0.0,0.0,0.0,0.0,0.1904761904761905,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.6790123456790123,0.4799999999999999,0.0,0.10526315789473684,0.5,0.0,0.0,0.25,0.2307692307692308,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7175572519083968,0.14285714285714288,0.0,0.25,0.0,0.0,0.125,0.0,0.2666666666666667,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.5,0.3636363636363636,0.3838383838383838,0.0,0.0,0.3478260869565217,0.2666666666666667
SVC_accuracy,0.976198347107438,0.9943801652892562,0.9996694214876032,0.9973553719008263,1.0,0.9940495867768596,0.9993388429752066,0.9947107438016528,1.0,1.0,1.0,0.9970247933884298,0.99900826446281,0.9986776859504132,0.9973553719008263,0.9973553719008263,0.9996694214876032,0.9867768595041322,1.0,1.0,0.9957024793388428,0.9993388429752066,1.0,0.9947107438016528,0.9996694214876032,0.983801652892562,0.9993388429752066,1.0,0.9907438016528926,0.9993388429752066,0.9811570247933884,0.9996694214876032,1.0,0.9976859504132232,0.9950413223140496,0.9950413223140496,0.9953719008264464,0.9877685950413224,0.9996694214876032,0.9996694214876032,0.9986776859504132,0.9993388429752066,0.9986776859504132,0.9993388429752066,0.9993388429752066,0.9801652892561984,0.9996694214876032,0.9957024793388428,0.9943801652892562,0.99900826446281,0.9973553719008263,0.9983471074380166,0.99801652892562,0.99900826446281,1.0,1.0,1.0,0.9993388429752066,0.9907438016528926,0.9983471074380166,0.9966942148760329,0.9765289256198348,0.9963636363636365,0.9993388429752066,0.9927272727272728,0.99900826446281,1.0,0.9996694214876032,0.9976859504132232,0.9890909090909092,0.9976859504132232,0.9996694214876032,0.9960330578512396,0.9996694214876032,0.9963636363636365,0.99900826446281,0.9996694214876032,0.9993388429752066,0.9996694214876032,0.9996694214876032,0.9996694214876032,1.0,0.9993388429752066,0.9973553719008263,0.9960330578512396,0.9973553719008263,0.9947107438016528,1.0,0.9963636363636365,1.0,1.0,0.9996694214876032,0.9884297520661156,0.9970247933884298,1.0,0.99801652892562,0.99801652892562,0.99801652892562,0.9920661157024794,0.99801652892562,0.9960330578512396,0.9960330578512396,1.0,0.9993388429752066,0.9993388429752066,1.0,0.99801652892562,0.9983471074380166,0.9824793388429752,0.9947107438016528,0.9910743801652891,1.0,0.9953719008264464,0.9950413223140496,0.9966942148760329
SVC_precision,0.9537750385208013,1.0,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8461538461538461,0.0,0.912,0.0,0.0,0.75,1.0,0.991185112634672,0.0,0.0,1.0,1.0,1.0,0.8611111111111112,0.9837398373983741,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8773584905660378,0.0,1.0,0.7142857142857143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.8571428571428571,0.9090909090909092,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9607843137254902,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.921875,1.0,1.0,0.0,0.0,0.6666666666666666,1.0
SVC_recall,0.9364599092284418,0.15,0.0,0.2727272727272727,0.0,0.2916666666666667,0.0,0.2727272727272727,0.0,0.0,0.0,0.55,0.0,0.0,0.8181818181818182,0.5789473684210527,0.0,0.375,0.0,0.0,0.2352941176470588,0.0,0.0,0.44,0.0,0.75,0.0,0.0,0.5,0.3333333333333333,0.9547169811320756,0.0,0.0,0.2222222222222222,0.21052631578947367,0.625,0.775,0.7756410256410257,0.0,0.0,0.6,0.6,0.5,0.0,0.0,0.6642857142857143,0.0,0.07142857142857142,0.25,0.0,0.5789473684210527,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.7761194029850746,0.7894736842105263,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.3043478260869565,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.0,0.42105263157894735,0.0,0.0,0.0,0.5975609756097561,0.3076923076923077,0.0,0.14285714285714285,0.0,0.0,0.2,0.0,0.07692307692307693,0.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.5,0.7329192546583851,0.5555555555555556,0.6625,0.0,0.0,0.125,0.2307692307692308
SVC_f1score,0.9450381679389314,0.2608695652173913,0.0,0.42857142857142855,0.0,0.4375000000000001,0.0,0.42857142857142855,0.0,0.0,0.0,0.7096774193548387,0.0,0.0,0.9,0.7333333333333334,0.0,0.5454545454545454,0.0,0.0,0.3809523809523809,0.0,0.0,0.5789473684210525,0.0,0.8231046931407944,0.0,0.0,0.6,0.5,0.972609322441134,0.0,0.0,0.3636363636363636,0.3478260869565217,0.7692307692307693,0.8157894736842106,0.8673835125448031,0.0,0.0,0.7499999999999999,0.7499999999999999,0.6666666666666666,0.0,0.0,0.7560975609756098,0.0,0.13333333333333333,0.3703703703703704,0.0,0.7333333333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.8146214099216709,0.8450704225352113,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.459016393442623,0.0,0.0,0.4545454545454545,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.0,0.5925925925925926,0.0,0.0,0.0,0.7368421052631579,0.4705882352941176,0.0,0.25,0.0,0.0,0.33333333333333337,0.0,0.14285714285714288,0.8723404255319149,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8166089965397924,0.7142857142857143,0.7969924812030075,0.0,0.0,0.21052631578947367,0.375
